path_before,path_after,label,synthetic,category,task
E:\KOSHKIN_DOM\image_cache\85dc8eaceaf2788c340d5ac0e4d87bfc.jpg,E:\KOSHKIN_DOM\image_cache\2c09a9d92522fb8531d6ec3cbe8b25cb.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\11700727cbe275339ba4a9e089d648b6.jpg,E:\KOSHKIN_DOM\image_cache\91b2f18bc551c850a3126597b2e6b6eb.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\b9b38bad88e14146387671e996afbc26.jpg,E:\KOSHKIN_DOM\image_cache\b9b38bad88e14146387671e996afbc26.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\1d79c27f3ebb7145949b1c638f8f0b8d.jpg,E:\KOSHKIN_DOM\image_cache\1d79c27f3ebb7145949b1c638f8f0b8d.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\a1c9474f3b283f9ba29e04a7ddc0320d.jpg,E:\KOSHKIN_DOM\image_cache\a1c9474f3b283f9ba29e04a7ddc0320d.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\4d53443dedeb20f63f7499bda26dca19.jpg,E:\KOSHKIN_DOM\image_cache\0b3f6d65d87cb06ed9a830901f15f04b.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\ba060260f529c4657e4340e93d86a123.jpg,E:\KOSHKIN_DOM\image_cache\455f6bc4747a3ef44369fe29ea244e2a.png,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\6f2229ef912dd0eab3ac03f9b33601f7.jpg,E:\KOSHKIN_DOM\image_cache\c47850c0650fa6a97314ffb6e69d2104.png,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\68f5d2a6602bd74e7e58001e7925f02c.jpg,E:\KOSHKIN_DOM\image_cache\6a3985104999a871d88ad63f7737ba56.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\48dc1f6fead7c6a7cc641caa93aece0e.jpg,E:\KOSHKIN_DOM\image_cache\48dc1f6fead7c6a7cc641caa93aece0e.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\9e6d9033f4d4b96609b237cd61d7b511.jpg,E:\KOSHKIN_DOM\image_cache\b18f09f5b864579c5d7f20868bdd2a98.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\8df85e0aeb09427aea85ee27e46f42aa.jpg,E:\KOSHKIN_DOM\image_cache\8df85e0aeb09427aea85ee27e46f42aa.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\ad0a3b83cee210f97fceb3649e21715f.jpg,E:\KOSHKIN_DOM\image_cache\687f9e580d883099a9fe2618e10feb6c.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\eccc0014303088900a05fb6913168ddc.jpg,E:\KOSHKIN_DOM\image_cache\79ff36a9d2b47aa81bce63848124cb87.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\3a9216919f492a688703bc76c87e2c1c.jpg,E:\KOSHKIN_DOM\image_cache\70cf4ace02207c624cfb8b0f2c2707a5.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\f710d18b1441732929005d5cb94c9840.jpg,E:\KOSHKIN_DOM\image_cache\f710d18b1441732929005d5cb94c9840.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\c820df09ba985cc3b104e5a84c235f8f.jpg,E:\KOSHKIN_DOM\image_cache\901b32bcf444d6bd1c7076b112f047bd.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\84a998af702404d0c719e2f06755176e.jpg,E:\KOSHKIN_DOM\image_cache\84a998af702404d0c719e2f06755176e.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\0919b204b901277aab9038671ae97609.jpg,E:\KOSHKIN_DOM\image_cache\0919b204b901277aab9038671ae97609.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\bf34718f9a66a80bf04e53388b8f67ad.jpg,E:\KOSHKIN_DOM\image_cache\bf34718f9a66a80bf04e53388b8f67ad.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\5885e10cf16f3ca4f7b7efb41c70f17e.jpg,E:\KOSHKIN_DOM\image_cache\f07608853b28ffa9b1dcd4e4e5213592.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\7495692fa009735670f5c6fb9281fc3d.jpg,E:\KOSHKIN_DOM\image_cache\3f347399ad73778e92e71cc009e85f6c.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\20947c86c4b6b0a9166e201dd63a2bbe.jpg,E:\KOSHKIN_DOM\image_cache\20947c86c4b6b0a9166e201dd63a2bbe.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\35fbab34ed58c815e3a0b55b11d71b2c.jpg,E:\KOSHKIN_DOM\image_cache\35fbab34ed58c815e3a0b55b11d71b2c.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\d4309ca8c84096bc780158020c5cab6e.jpg,E:\KOSHKIN_DOM\image_cache\d4309ca8c84096bc780158020c5cab6e.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\ccd6bf05beefc7044f5c5d044e390463.jpg,E:\KOSHKIN_DOM\image_cache\1e192665fbe3dbe38ed58a6f53c3b037.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\486845aa0511a1256d35b56bb587ec22.jpg,E:\KOSHKIN_DOM\image_cache\b583ecdadfe0cdf85e1fc8e85551fd21.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\bc1966aa62a28fb54570a296fc379f57.jpg,E:\KOSHKIN_DOM\image_cache\3c898c3a7c2900f2b23dbe9ba6abd81c.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\d6d46258d1613a4bd8e1b43fe1985001.jpg,E:\KOSHKIN_DOM\image_cache\600877673ef44a8a6e7cd1de28601c9a.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\39bda7e2605893e985d5b303801100ba.jpg,E:\KOSHKIN_DOM\image_cache\39bda7e2605893e985d5b303801100ba.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\5fd5a07f5e7661ff0e12d934d5ce3a10.jpg,E:\KOSHKIN_DOM\image_cache\f649bed06af22ba7f6988c64aede34ef.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\ad2377313e40ffbf2dad6bb9adfc5697.jpg,E:\KOSHKIN_DOM\image_cache\ad2377313e40ffbf2dad6bb9adfc5697.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\5311e104d1dcc753d9eece2cec40584e.jpg,E:\KOSHKIN_DOM\image_cache\5311e104d1dcc753d9eece2cec40584e.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\c9509db5580cb093f337484c34f426cd.jpg,E:\KOSHKIN_DOM\image_cache\b77b9afc322a44d10ed31326c16bef54.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\fcc002d808ade1f4fc55fd3a285422a4.jpg,E:\KOSHKIN_DOM\image_cache\fcc002d808ade1f4fc55fd3a285422a4.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\65fdfb80191166a170192e6fc4b85a67.jpg,E:\KOSHKIN_DOM\image_cache\65fdfb80191166a170192e6fc4b85a67.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\d72596520538c0988093dd9ab1986b10.jpg,E:\KOSHKIN_DOM\image_cache\d72596520538c0988093dd9ab1986b10.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\44a0b100f314dfe784886bc5d8b0ffd1.jpg,E:\KOSHKIN_DOM\image_cache\a247295e60eedaac6b31048617be9561.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\556f33903d7930912f761d7806086980.jpg,E:\KOSHKIN_DOM\image_cache\b89ce4fe84fa6e8a6581f2bff0cf1e88.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\b9902979c7e9143ae362a55e3819d6e1.jpg,E:\KOSHKIN_DOM\image_cache\71a98e01346260401b01fdb8e1bbbe9d.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\95251009f0a0be172e427a40ab1f40c7.jpg,E:\KOSHKIN_DOM\image_cache\1aed4004fe60474076ce67e58503a43f.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\0d9f071aef28578757bd2b0db3dd94db.jpg,E:\KOSHKIN_DOM\image_cache\0d9f071aef28578757bd2b0db3dd94db.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\4211fd014a25cbee27c6312f376d77d0.jpg,E:\KOSHKIN_DOM\image_cache\1fe388341dc23cec59a3597983e62819.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\b08df746b32f1a5f3699ff280a5c3474.jpg,E:\KOSHKIN_DOM\image_cache\b08df746b32f1a5f3699ff280a5c3474.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\eefb7dc0008cd5e17f7bd2ebbe6248e2.jpg,E:\KOSHKIN_DOM\image_cache\eefb7dc0008cd5e17f7bd2ebbe6248e2.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\6261af83843c2b3a076cc15197f3e47f.jpg,E:\KOSHKIN_DOM\image_cache\6261af83843c2b3a076cc15197f3e47f.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\d850b1a816f346d4115463b88176304f.jpg,E:\KOSHKIN_DOM\image_cache\e4dabc78097b9464aa70b579da19805a.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\a9dd0ebda77f8d3fbfd037994283d5ea.jpg,E:\KOSHKIN_DOM\image_cache\349eb04e446924a85ab1d9e2c9376bc9.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\8c66fcbf2e1802eba59f24d7a2305ce3.jpg,E:\KOSHKIN_DOM\image_cache\8c66fcbf2e1802eba59f24d7a2305ce3.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\8f0f563b99735dee40b7f85357771ba9.jpg,E:\KOSHKIN_DOM\image_cache\8f0f563b99735dee40b7f85357771ba9.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\637a98c4f232204a766726b3015b6505.jpg,E:\KOSHKIN_DOM\image_cache\637a98c4f232204a766726b3015b6505.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\33eab225f4f22c2a696871ac08a19d58.jpg,E:\KOSHKIN_DOM\image_cache\33eab225f4f22c2a696871ac08a19d58.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\13db90c8674b7f61e09e4c899c4bbb7e.jpg,E:\KOSHKIN_DOM\image_cache\13db90c8674b7f61e09e4c899c4bbb7e.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\1e11518c62026691fb54da7a074f0886.jpg,E:\KOSHKIN_DOM\image_cache\1e11518c62026691fb54da7a074f0886.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\ef4c5949950f968101de7f686be12bd2.jpg,E:\KOSHKIN_DOM\image_cache\688105cd808056d92c48f5cf71cb50a4.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\a9fee959c69b1b0a92b7f5b910154dff.jpg,E:\KOSHKIN_DOM\image_cache\9c6798ad625603f582b9fbfa36fed792.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\db55e34e773364a5c7260b52575a83c6.jpg,E:\KOSHKIN_DOM\image_cache\db55e34e773364a5c7260b52575a83c6.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\5668d3ce80b203cc01bb18509eda24ad.jpg,E:\KOSHKIN_DOM\image_cache\5668d3ce80b203cc01bb18509eda24ad.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\d8e02dbb482dc0b4baadcdebc41d82fc.jpg,E:\KOSHKIN_DOM\image_cache\408f959e18d17a355be6efc51e4a23ce.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\2c1399e414c5596a8b88b0213f042b3d.jpg,E:\KOSHKIN_DOM\image_cache\2c1399e414c5596a8b88b0213f042b3d.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\ede876fa69dae4dc77c86df73d0646fa.jpg,E:\KOSHKIN_DOM\image_cache\ede876fa69dae4dc77c86df73d0646fa.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\0ec78959e1e32c09d3f1baf2a084574c.jpg,E:\KOSHKIN_DOM\image_cache\e1ebfc8a0dfe195c54a9463a12bd4ce9.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\662fae59799513f3ba26976f4c346d31.jpg,E:\KOSHKIN_DOM\image_cache\662fae59799513f3ba26976f4c346d31.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\5e1feefb0b0f54d97206c06ac5e47ed9.jpg,E:\KOSHKIN_DOM\image_cache\39ed1e02d84cb4c23906cae1c4db51a2.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\dc5e142b087c273d8b434125a1787f22.jpg,E:\KOSHKIN_DOM\image_cache\dc5e142b087c273d8b434125a1787f22.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\2135bbc8badd672eaee30e02bdb40a3f.jpg,E:\KOSHKIN_DOM\image_cache\07e36d4de22b7c5fa1308039f1b2f576.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\6adacad0965956bf2b2710cf81c10727.jpg,E:\KOSHKIN_DOM\image_cache\31bde8d626257c6cd17ec8f96a44d6e4.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\13d250f603cd376c50eae18442c4f780.jpg,E:\KOSHKIN_DOM\image_cache\13d250f603cd376c50eae18442c4f780.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\623ac271988e643cb3337dc57123eeba.jpg,E:\KOSHKIN_DOM\image_cache\623ac271988e643cb3337dc57123eeba.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\17dc53f4a605e55d1b449cb0ea075a24.jpg,E:\KOSHKIN_DOM\image_cache\744c413db422c960f58ec5e38169c879.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\1e13b9683368d8f78e1ecbcb5bf3a5c8.jpg,E:\KOSHKIN_DOM\image_cache\1e13b9683368d8f78e1ecbcb5bf3a5c8.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\7736c2e7cad47fe75c264fc3e96da86c.jpg,E:\KOSHKIN_DOM\image_cache\47d5289f2fb9c7419a40e3aeaad0303e.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\a7e5044a4695842cd66178d73b648639.jpg,E:\KOSHKIN_DOM\image_cache\7899dd76a0c0ac59a730497de61023e7.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\d2aff629ea07a949baafb88a765e02a3.jpg,E:\KOSHKIN_DOM\image_cache\3526c987e6d1db7c8135cd2a65ce67ed.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\292f2f8561106e0849e99315480ca804.jpg,E:\KOSHKIN_DOM\image_cache\292f2f8561106e0849e99315480ca804.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\0af679821326591e4153c7516d433ebc.jpg,E:\KOSHKIN_DOM\image_cache\5070503717c0a6b213eced2c4e797c87.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\56f5219e9832de6660ed36fb0587cd34.jpg,E:\KOSHKIN_DOM\image_cache\598c8ee05965318cc77b4556074e1538.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\e607224b38e77d924f9b8f6b2571ba42.jpg,E:\KOSHKIN_DOM\image_cache\e607224b38e77d924f9b8f6b2571ba42.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\527e24a09e67427265a88fec19415c25.jpg,E:\KOSHKIN_DOM\image_cache\3611d3c44b603c4815461c24837cf3e0.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\f6fa8194d2f9ba1e312bfeb106784283.jpg,E:\KOSHKIN_DOM\image_cache\f6fa8194d2f9ba1e312bfeb106784283.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\b0b2decc39dd0a2fab3f8d4cc845f41e.jpg,E:\KOSHKIN_DOM\image_cache\b0b2decc39dd0a2fab3f8d4cc845f41e.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\789773e97bd49e40a71ca549fc298b75.jpg,E:\KOSHKIN_DOM\image_cache\75a0bf2d18d8241d06d79e908624d8b8.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\68f1f23293e121a4a923b7d628547a51.jpg,E:\KOSHKIN_DOM\image_cache\68f1f23293e121a4a923b7d628547a51.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\59ad26e2d2aa76a27a1ab4b29dd479b2.jpg,E:\KOSHKIN_DOM\image_cache\59ad26e2d2aa76a27a1ab4b29dd479b2.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\bffc02c8be217b4fa8d6695849679a40.jpg,E:\KOSHKIN_DOM\image_cache\bffc02c8be217b4fa8d6695849679a40.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\20fb0d043bf308051eb7feeaa9f71191.jpg,E:\KOSHKIN_DOM\image_cache\20fb0d043bf308051eb7feeaa9f71191.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\f2e9761ce38496f18121560441b03641.jpg,E:\KOSHKIN_DOM\image_cache\f2e9761ce38496f18121560441b03641.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\2122bfbab5030891013655f81b57cc34.jpg,E:\KOSHKIN_DOM\image_cache\2122bfbab5030891013655f81b57cc34.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\2a7615c6da8b7c09cff54dcc15ef5570.jpg,E:\KOSHKIN_DOM\image_cache\c3d77b2b4fbb321ba10d6d6705e6db40.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\4e57d9210c5505555af3c4a70d2bf1ae.jpg,E:\KOSHKIN_DOM\image_cache\4e57d9210c5505555af3c4a70d2bf1ae.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\6fcaee22b284fed2317bcec4afe4bc14.jpg,E:\KOSHKIN_DOM\image_cache\6fcaee22b284fed2317bcec4afe4bc14.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\d9987f6efd65eee5ab853e0c4ffd3467.jpg,E:\KOSHKIN_DOM\image_cache\027946b3ae3cba48863be8a02256605b.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\f83b40e01727e6c507ebb6968dba939f.jpg,E:\KOSHKIN_DOM\image_cache\f83b40e01727e6c507ebb6968dba939f.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\bf4db6d6e035312ebbff7c064c1be9eb.jpg,E:\KOSHKIN_DOM\image_cache\73f7d097f4caeb430c37cdedf156c58e.png,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\f5a435386b329207392a9419cbace8cf.jpg,E:\KOSHKIN_DOM\image_cache\0c2178f19d5a65b5ab0a088c4eb3f5d3.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\1768888098096b451be7198e61d9fd70.jpg,E:\KOSHKIN_DOM\image_cache\1768888098096b451be7198e61d9fd70.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\2d5158d1bf0de7e2f9ca42e974bbaadc.jpg,E:\KOSHKIN_DOM\image_cache\8956df859bfc3ed50da5d05a7c12c04b.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\59e3c5dfd740dbeeeed12eb351e3d8f1.jpg,E:\KOSHKIN_DOM\image_cache\e1cfcbca1dd9f3f0e674ea13ae2ea2e1.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\42ee2572d38261566b3f0a55f500dc05.jpg,E:\KOSHKIN_DOM\image_cache\42ee2572d38261566b3f0a55f500dc05.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\7db54bbb3c01aec1f8efb3d7833bfd50.jpg,E:\KOSHKIN_DOM\image_cache\7db54bbb3c01aec1f8efb3d7833bfd50.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\01fc3384685b3a728587ca12bfdbe3c6.jpg,E:\KOSHKIN_DOM\image_cache\01fc3384685b3a728587ca12bfdbe3c6.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\a83880ca47bcd5aff84552b6ebc6c95e.jpg,E:\KOSHKIN_DOM\image_cache\f97894f8b461ff85940db2a5ef9c713d.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\45460b917c06c8dba0de89fe0d50dc73.jpg,E:\KOSHKIN_DOM\image_cache\29ae27d4afdc220733c0f056f63f984e.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\02533d31a8a6c0c887c288d79240bb22.jpg,E:\KOSHKIN_DOM\image_cache\02533d31a8a6c0c887c288d79240bb22.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\954d9d18472f574fda70a34046212ef9.jpg,E:\KOSHKIN_DOM\image_cache\f0a1f3e24dbb71709af33016cd44fe84.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\e624cddcc3be4e60ac92dbbebf7e0505.jpg,E:\KOSHKIN_DOM\image_cache\08ec6114482c8424d6327b391e8b300d.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\f2a9d798689e8b9d5bb425c9841d40a0.jpg,E:\KOSHKIN_DOM\image_cache\f2a9d798689e8b9d5bb425c9841d40a0.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\619493a3b71546c4e42434e7a0f0544e.jpg,E:\KOSHKIN_DOM\image_cache\619493a3b71546c4e42434e7a0f0544e.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\cb6647976b73530fb2aafdd42dd20c8e.jpg,E:\KOSHKIN_DOM\image_cache\973a4f6142458c070f536b04acaa0408.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\56fdc457633b83cc28bddfdbc1194b62.jpg,E:\KOSHKIN_DOM\image_cache\56fdc457633b83cc28bddfdbc1194b62.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\b5dc587655bbc80b0ea131f2798a6d43.jpg,E:\KOSHKIN_DOM\image_cache\b5dc587655bbc80b0ea131f2798a6d43.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\6e4213ff08e00917ad3a5042c8b53c39.jpg,E:\KOSHKIN_DOM\image_cache\6e4213ff08e00917ad3a5042c8b53c39.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\1a72b60a8451338fb2f128ba87874093.jpg,E:\KOSHKIN_DOM\image_cache\7026a46081c762c9ed438c061a561fa2.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\0b601b3307ba891ec07d00f42d349197.jpg,E:\KOSHKIN_DOM\image_cache\6fd8739079ea61ea38f00e604e8065f3.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\8d37527f824a25375369ef845c2e5f09.jpg,E:\KOSHKIN_DOM\image_cache\8d37527f824a25375369ef845c2e5f09.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\3d9cef90965a222a331a1eae9d9ef092.jpg,E:\KOSHKIN_DOM\image_cache\829afb5a0447421f7e011ffa3f1df3ff.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\148aaa7266684a696e81cda7278ca6c4.jpg,E:\KOSHKIN_DOM\image_cache\148aaa7266684a696e81cda7278ca6c4.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\be0e0a108d1b3bb8b5a44a41f2630400.jpg,E:\KOSHKIN_DOM\image_cache\be0e0a108d1b3bb8b5a44a41f2630400.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\994fade4632cb1d778a0f245c1e582b3.jpg,E:\KOSHKIN_DOM\image_cache\994fade4632cb1d778a0f245c1e582b3.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\de2d8c0b5b83d56295eb59e8134c5b62.jpg,E:\KOSHKIN_DOM\image_cache\82b2c002415595302d06ddbaa0e0fa7a.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\68fba579cb4bd742f29ae137981fdf2d.jpg,E:\KOSHKIN_DOM\image_cache\68fba579cb4bd742f29ae137981fdf2d.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\778f6153ed8713b1ea6d374e33e8fef8.jpg,E:\KOSHKIN_DOM\image_cache\b1c1d42c08fa19dcde93a16a17a3f656.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\1e3dec8a92bdbb9bb23dd6184d271fb0.jpg,E:\KOSHKIN_DOM\image_cache\c87a463bb3239dbfff684c0846f0e136.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\8e5edec1605c6e796629f810c4007b95.jpg,E:\KOSHKIN_DOM\image_cache\8e5edec1605c6e796629f810c4007b95.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\1387d534b89f63619e01bc33705cd6f3.jpg,E:\KOSHKIN_DOM\image_cache\1d1a93246abddb0291b8b99062eaee6d.jpeg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\3b5d4ad2931de0fbca1dc6f011220570.jpg,E:\KOSHKIN_DOM\image_cache\3b5d4ad2931de0fbca1dc6f011220570.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\c405a799fec4dccbd1893910d9c87c09.jpg,E:\KOSHKIN_DOM\image_cache\e02e28dff416fb3e7651f758a53930a5.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\74bdb85576574775e70012e663443747.jpg,E:\KOSHKIN_DOM\image_cache\350cefbf9b44fa5ddb0ecdb1cfd6b439.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\efe3cea42fa4e3b84f21ee9ab1dcf69e.jpg,E:\KOSHKIN_DOM\image_cache\5c0f03c9be6d1ee6331e8670d4553d52.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\bf711eb81b4a0c2d7914561b5ef8ffeb.jpg,E:\KOSHKIN_DOM\image_cache\1b9722ccf0b90f3312a650252ef57f82.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\935c54d1e22f030d1c443f2e03686a6a.jpg,E:\KOSHKIN_DOM\image_cache\b4f0c61673954f109454bab146c639b6.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\a0826a17d2e396756a229edc61ff9ec9.jpg,E:\KOSHKIN_DOM\image_cache\a0826a17d2e396756a229edc61ff9ec9.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\db7abaca2a8ccfd448474fe48ccd491c.jpg,E:\KOSHKIN_DOM\image_cache\db7abaca2a8ccfd448474fe48ccd491c.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\ec4f92f233268e176155085bc11fb746.jpg,E:\KOSHKIN_DOM\image_cache\ec4f92f233268e176155085bc11fb746.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\3fa74840ec4ce0c3f41c1e7d23c04fa1.jpg,E:\KOSHKIN_DOM\image_cache\3fa74840ec4ce0c3f41c1e7d23c04fa1.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\f94b4ca44cae16993dc2f31112c718e2.jpg,E:\KOSHKIN_DOM\image_cache\f94b4ca44cae16993dc2f31112c718e2.jpg,0,1,lawn,
E:\KOSHKIN_DOM\image_cache\09c01f507448ceb04ba725481bfd3385.jpg,E:\KOSHKIN_DOM\image_cache\8d47b10944a1d58c92ce2a5eeeb61ce0.jpg,1,0,lawn,
E:\KOSHKIN_DOM\image_cache\cd73646addc000bf4895e7bcdb5abfcc.jpg,E:\KOSHKIN_DOM\image_cache\ede69e46b9dc2b03da7e0c1d584fd519.jpg,1,0,lawn,
