path_before,path_after,label,synthetic,category,task
E:\KOSHKIN_DOM\image_cache\290d31bdbecfbf6983b804a4ed6585f2.jpg,E:\KOSHKIN_DOM\image_cache\c0942e4e827ad4d8bc8e75c1813d0d25.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\21cdb6f51f41bf1b0d2b8625df43797a.jpg,E:\KOSHKIN_DOM\image_cache\08c9d56f1fbbeec06f27b1d882b1bd2b.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\2e9aefc2a1f7005d0737a08e2dc98355.jpg,E:\KOSHKIN_DOM\image_cache\2e3eeeb10ba9b2151beb8df69afc4d97.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\f11df0f413393725d6bfc25a0bc96d0b.jpg,E:\KOSHKIN_DOM\image_cache\aa98a8573d4047e48bcd1b654e6ea140.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\0b4df22fa7cc9a93a23e6f76d85e7ae3.jpg,E:\KOSHKIN_DOM\image_cache\0b4df22fa7cc9a93a23e6f76d85e7ae3.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\b0ac97a4500df61352a45bb0cac0c75a.jpg,E:\KOSHKIN_DOM\image_cache\b0ac97a4500df61352a45bb0cac0c75a.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\ef108047deb740a1656d66f3b4e2f96b.jpg,E:\KOSHKIN_DOM\image_cache\21206a79701e865680895b62c8dee245.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\b3e7d1c2f270fefad38ac843b23fbc23.jpg,E:\KOSHKIN_DOM\image_cache\ca68eeff328c96943887e4f5653281fd.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\bccc4b48c60e36fa6a92f4f381afaa9a.jpg,E:\KOSHKIN_DOM\image_cache\bccc4b48c60e36fa6a92f4f381afaa9a.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\34f91fcd8c3176ad7c72f0743ab7ad08.jpg,E:\KOSHKIN_DOM\image_cache\0429a03c954395d14e06489fcbca8d8c.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\62de59b1645d471fb45459cb884bb1e4.jpg,E:\KOSHKIN_DOM\image_cache\62de59b1645d471fb45459cb884bb1e4.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\2abc1e07c2faeffd9500a411e5b56387.jpg,E:\KOSHKIN_DOM\image_cache\c33c58d2c8ab0d850d2beea092738d5f.png,1,0,curb,
E:\KOSHKIN_DOM\image_cache\31607390356de2b25a383503fe2eb5d9.jpg,E:\KOSHKIN_DOM\image_cache\31607390356de2b25a383503fe2eb5d9.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\dbfc485fbf066dd6f537876078147fb7.jpg,E:\KOSHKIN_DOM\image_cache\e3c9eecd0005a2498c200d6f5a1fd1b5.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\d2ba7350051add15729ff54352ad66a2.jpg,E:\KOSHKIN_DOM\image_cache\708648d2865e016e82dfbef848252ad1.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\3179120abe9d5eb6d46201d41b4870e9.jpg,E:\KOSHKIN_DOM\image_cache\3179120abe9d5eb6d46201d41b4870e9.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\f2b768342e86d1bbe5d4b60b56de6ae6.jpg,E:\KOSHKIN_DOM\image_cache\f2b768342e86d1bbe5d4b60b56de6ae6.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\ac5f359cddaab77bcd88a47952da2619.jpg,E:\KOSHKIN_DOM\image_cache\ac5f359cddaab77bcd88a47952da2619.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\de930b4c7f084122ed766b38f1f32c7b.jpg,E:\KOSHKIN_DOM\image_cache\d0837c9e5155a88079cdac51b16c9352.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\00d937f325a712a2cf7a6a22ca45834a.jpg,E:\KOSHKIN_DOM\image_cache\77263abdc028d6a818cefb5df1d0ef20.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\e3886931d673f67ec8ded676d34f9307.jpg,E:\KOSHKIN_DOM\image_cache\e3886931d673f67ec8ded676d34f9307.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\ea17637fa129b1c23ceeb8ccdc07cc85.jpg,E:\KOSHKIN_DOM\image_cache\ea17637fa129b1c23ceeb8ccdc07cc85.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\0e1ec4969c9e5938de027b77a778bd9e.jpg,E:\KOSHKIN_DOM\image_cache\5e1e6f3acf3bf09d55d34e21794467df.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\a40d70d3b022f0cf761ce77877fe1cf9.jpg,E:\KOSHKIN_DOM\image_cache\aa63ad6c1e84a1cdbe2ee313c915b0a7.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\6546e18b3a0826a27feb3bae5b781598.jpg,E:\KOSHKIN_DOM\image_cache\25c66fd72e9b2c309088643f6d0b717d.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\3d4416a78f4118e0f7acc9ea62e111dc.jpg,E:\KOSHKIN_DOM\image_cache\84a510d4da592a204cdc1d45697eca71.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\1bd858d00dd3854dee4b2e6767af7163.jpg,E:\KOSHKIN_DOM\image_cache\7f53537b3e88b7a622960bb6a8258b6a.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\812304bb64c53e68fbc8ec31e81dc9b3.jpg,E:\KOSHKIN_DOM\image_cache\812304bb64c53e68fbc8ec31e81dc9b3.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\8bd17a175e9ff3646117b9cd6193e689.jpg,E:\KOSHKIN_DOM\image_cache\8bd17a175e9ff3646117b9cd6193e689.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\3561eb1ecf9167ca6e4ef2374e4cb00f.jpg,E:\KOSHKIN_DOM\image_cache\dc67de0ad074647865eb9bf3a05d6c29.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\2bc46481e469fbea5e0e7b3a8cac125f.jpg,E:\KOSHKIN_DOM\image_cache\2bc46481e469fbea5e0e7b3a8cac125f.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\87527ab59809f31e2f39d774fe12a2df.jpg,E:\KOSHKIN_DOM\image_cache\03a79667352314705da0447cdcf97569.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\2fcaf8319a2abb67f6a8a32a947955e4.jpg,E:\KOSHKIN_DOM\image_cache\57825eae31814041d099d4d03357c47b.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\3da89645aa7a32b06bac9c995d217608.jpg,E:\KOSHKIN_DOM\image_cache\3da89645aa7a32b06bac9c995d217608.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\290cf18819558a0371c2d24ffb291608.jpg,E:\KOSHKIN_DOM\image_cache\290cf18819558a0371c2d24ffb291608.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\f40f7fa00d2daa06ef7203e076f13145.jpg,E:\KOSHKIN_DOM\image_cache\f40f7fa00d2daa06ef7203e076f13145.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\0996ca801a4026cb3c2b238dfcfccacf.jpg,E:\KOSHKIN_DOM\image_cache\dc2d8618e9f42802debf4cf3a32f74c3.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\533060911e32fac33d08a6ceb6fd46a9.jpg,E:\KOSHKIN_DOM\image_cache\533060911e32fac33d08a6ceb6fd46a9.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\2b50ad4a1b357b17563670e0c54b4055.jpg,E:\KOSHKIN_DOM\image_cache\5bdecc49a3831b88981af0869dc41fdd.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\fb27852c26e6ba1226b82166b2d99beb.jpg,E:\KOSHKIN_DOM\image_cache\fb27852c26e6ba1226b82166b2d99beb.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\c931006061c3aca432e55805123f3097.jpg,E:\KOSHKIN_DOM\image_cache\c6c5d1c3a0846711a92d731888123689.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\678b89ec0fb0d0df1e7a210f422e14e3.jpg,E:\KOSHKIN_DOM\image_cache\678b89ec0fb0d0df1e7a210f422e14e3.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\7bbf1dcff46c0e0a4227731e0925ced4.jpg,E:\KOSHKIN_DOM\image_cache\25b99db24405944c468b2dd470fb7f39.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\1f603c4057ff7463e10a9c680eae60f1.jpg,E:\KOSHKIN_DOM\image_cache\eff9b81a5e6e162916a04c2bbf9a9c9d.png,1,0,curb,
E:\KOSHKIN_DOM\image_cache\b2b97eb110dde142fa3381f40a6a3e6c.jpg,E:\KOSHKIN_DOM\image_cache\79d28faa78c8cb9eb4a3adf5d1b0809e.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\62eab6607bd71955fc41424ce344f9c9.jpg,E:\KOSHKIN_DOM\image_cache\62eab6607bd71955fc41424ce344f9c9.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\f65b9e3b3c106f249eae0b74d593abd7.jpg,E:\KOSHKIN_DOM\image_cache\5c068c86eb9a1581f01de2333e30548a.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\9f4f2e9d9c8ed1e0a328bd14adacb821.jpg,E:\KOSHKIN_DOM\image_cache\9f4f2e9d9c8ed1e0a328bd14adacb821.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\38bed0c5beb02d7c17000f7659c22f6c.jpg,E:\KOSHKIN_DOM\image_cache\57b73706bf03393dd947ac2ac7530587.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\0be7b9aed5c7213c57a3249a671b7649.jpg,E:\KOSHKIN_DOM\image_cache\0be7b9aed5c7213c57a3249a671b7649.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\ed82dddb0d06e98bea9e496d487919e5.jpg,E:\KOSHKIN_DOM\image_cache\ed82dddb0d06e98bea9e496d487919e5.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\fa92e6df26751ed3b5a2d9e55aa07d2c.jpg,E:\KOSHKIN_DOM\image_cache\13321a8b5a8777e60f65b9d26f8e163b.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\278c945c85ea3a473b3cc5c516e990b0.jpg,E:\KOSHKIN_DOM\image_cache\2bdf4ad261da9771f79d355b62d499ac.png,1,0,curb,
E:\KOSHKIN_DOM\image_cache\b3c60451c3817589e78cee14457d8612.jpg,E:\KOSHKIN_DOM\image_cache\f1d5b878bd1f1e2b4ec9ec8203956344.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\6251ad5b1e928cbd0403aac56623f0b7.jpg,E:\KOSHKIN_DOM\image_cache\09b7716fae5666b2a1a9ec38a2965054.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\7f63afa53f4df66d72ee8f33de80f89c.jpg,E:\KOSHKIN_DOM\image_cache\7f63afa53f4df66d72ee8f33de80f89c.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\6bd406f3dd01dcab7dd4a6337c09d428.jpg,E:\KOSHKIN_DOM\image_cache\9e56a85de32d82946f486c0f8219f2c7.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\3135e1d611995958f0110f20c6b7b8fb.jpg,E:\KOSHKIN_DOM\image_cache\3135e1d611995958f0110f20c6b7b8fb.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\fd4502dbefbfab4af6352b337c48c1e8.jpg,E:\KOSHKIN_DOM\image_cache\202ff8cdace935064fecc9b7ae88d7ee.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\a4a86feb3afbd7673bec19eb62545b70.jpg,E:\KOSHKIN_DOM\image_cache\6bdfac63b1ff967ff9e66b3b4f51c76b.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\5caf85e1c4f3ef48a93567162b659711.jpg,E:\KOSHKIN_DOM\image_cache\032500c7b86efda55a6a55506d09a4c3.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\398ff3272b5fd207ab2f60b64359adbd.jpg,E:\KOSHKIN_DOM\image_cache\398ff3272b5fd207ab2f60b64359adbd.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\e72f6a374b9ba17f9f9caed6d76192b1.jpg,E:\KOSHKIN_DOM\image_cache\b37773c3218ddc47c4b45ca7c932851b.png,1,0,curb,
E:\KOSHKIN_DOM\image_cache\c1e40e6ce6e0071d207d7e75670a8594.jpg,E:\KOSHKIN_DOM\image_cache\c1e40e6ce6e0071d207d7e75670a8594.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\a5978e0fb6f3b5ef83f66cf1b041660b.jpg,E:\KOSHKIN_DOM\image_cache\4cb986cddb4cef094c2e1cefeb7c083a.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\beb2c912c6f29eff292cf44292e00e46.jpg,E:\KOSHKIN_DOM\image_cache\beb2c912c6f29eff292cf44292e00e46.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\347c5e7e33162ab8a6481182faad74ab.jpg,E:\KOSHKIN_DOM\image_cache\347c5e7e33162ab8a6481182faad74ab.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\aca5744ef215f316c89d8b5ece095081.jpg,E:\KOSHKIN_DOM\image_cache\aca5744ef215f316c89d8b5ece095081.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\65f17405c2e257f665ebbef9cafe960c.jpg,E:\KOSHKIN_DOM\image_cache\dfb864be4e329347825e12c205e9b4f1.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\457a07800e130f43a47046f0ee4de8cf.jpg,E:\KOSHKIN_DOM\image_cache\457a07800e130f43a47046f0ee4de8cf.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\13793171668b0ea1076ea5fa606b5053.jpg,E:\KOSHKIN_DOM\image_cache\13793171668b0ea1076ea5fa606b5053.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\92e7f15c11f18a5f18b1bdfe127c22c2.jpg,E:\KOSHKIN_DOM\image_cache\f808b7bd460d6339a4ffd710a857e148.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\1cf4ceb7e6ed381a961025e28c8c352c.jpg,E:\KOSHKIN_DOM\image_cache\1cf4ceb7e6ed381a961025e28c8c352c.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\da9279434b6606be23fe0e8b28a4d139.jpg,E:\KOSHKIN_DOM\image_cache\f81444b4f28458de74bb0cdada7da07a.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\76b8ed801a377136228fe3c34684dc0f.jpg,E:\KOSHKIN_DOM\image_cache\1f7a5a609e0aa7e8a3e1a9f4de8d7672.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\dc54146f9cc7b70cba210197a127613e.jpg,E:\KOSHKIN_DOM\image_cache\dc54146f9cc7b70cba210197a127613e.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\fca9dd10e803c1627c13937c03d5f456.jpg,E:\KOSHKIN_DOM\image_cache\fca9dd10e803c1627c13937c03d5f456.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\67274119ba3cb918eec8e903edc16f53.jpg,E:\KOSHKIN_DOM\image_cache\f7f63dbec6c069a0526a5aeaa41a68dc.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\3fe569de0a031c3c370cb5d536a95236.jpg,E:\KOSHKIN_DOM\image_cache\ad4d2d24ae988436775c9a181313c790.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\a91941bf58aec606d9b66cd21b7e077f.jpg,E:\KOSHKIN_DOM\image_cache\a91941bf58aec606d9b66cd21b7e077f.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\9930f2295de737bcb5424eed69d35dbf.jpg,E:\KOSHKIN_DOM\image_cache\22c85a8048008c9b022c2f7e43725a33.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\13e914ed229637fb3f4a35fb397399ab.jpg,E:\KOSHKIN_DOM\image_cache\a1da33e22fcccc1e70449f841b95b20c.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\844ab3a99d7f4cd4daa4db187760e09f.jpg,E:\KOSHKIN_DOM\image_cache\3d0e297d7285399cec10113193e8da70.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\96066db097e3377b3c01a5f354a9cf5b.jpg,E:\KOSHKIN_DOM\image_cache\96066db097e3377b3c01a5f354a9cf5b.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\7631be43de2d503a1be47b7f55b40360.jpg,E:\KOSHKIN_DOM\image_cache\7631be43de2d503a1be47b7f55b40360.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\172a34ec5830af81039a0eeebb3dbce0.jpg,E:\KOSHKIN_DOM\image_cache\57b2e2b609be429b5c68d37a318fe9ac.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\39b86ae633b8c7725e6f1bc6efc51df3.jpg,E:\KOSHKIN_DOM\image_cache\ec899d4f978e094443cca26cad7e7c9b.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\2ac5669b41ced0e4356e7100eaa77f00.jpg,E:\KOSHKIN_DOM\image_cache\97b514ad4b88348864444d73d5f5b43d.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\5ea2bec82babec41a41743cfa0807f57.jpg,E:\KOSHKIN_DOM\image_cache\5ea2bec82babec41a41743cfa0807f57.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\73fa3598a5d62bca47a2218fa0fa049d.jpg,E:\KOSHKIN_DOM\image_cache\73fa3598a5d62bca47a2218fa0fa049d.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\fb7383eed791ccbf08812f3ade498344.jpg,E:\KOSHKIN_DOM\image_cache\fb7383eed791ccbf08812f3ade498344.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\5ba21686c9b1596ee6aaf8f46b54833d.jpg,E:\KOSHKIN_DOM\image_cache\5ba21686c9b1596ee6aaf8f46b54833d.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\720744e44601bc2052c22461678459ef.jpg,E:\KOSHKIN_DOM\image_cache\13d4150a13ae9ad1a2cb5da52c237bd5.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\1788b0ed6ca14a531f3eb979cb3e973e.jpg,E:\KOSHKIN_DOM\image_cache\4f6a7f0c62210fbad0bcde36eb982c91.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\515079015c3053f96e33339eeb6c817e.jpg,E:\KOSHKIN_DOM\image_cache\6c58b4d67029cb01af62de15a1e08631.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\8838c5a82fb149b29c37ab33347e540e.jpg,E:\KOSHKIN_DOM\image_cache\847e4250e02814d40e9dfa04e90320f6.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\ef55661a8cb4dbdd277ac500eb805d63.jpg,E:\KOSHKIN_DOM\image_cache\ef55661a8cb4dbdd277ac500eb805d63.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\d8dc43b8f66cd10c9617d1e2f9dbd3bb.jpg,E:\KOSHKIN_DOM\image_cache\d8dc43b8f66cd10c9617d1e2f9dbd3bb.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\633a2d8407a6d45ff4fc6d4ecb47cb42.jpg,E:\KOSHKIN_DOM\image_cache\5ef7c00848d9019586b6fdcaf4e8e92d.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\c8e448a4f2520e9daa2c988b87a19cb1.jpg,E:\KOSHKIN_DOM\image_cache\2c0eafa7e3462c13ceadb3d6bfe0199a.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\754020514cdf1a74c65c6b65ce92f943.jpg,E:\KOSHKIN_DOM\image_cache\c54dc8ca33e9a6891e719bf5658f4954.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\86d394f0505261d0d274df49474cffae.jpg,E:\KOSHKIN_DOM\image_cache\103ad79aa621878b4f88d806b77bbfb8.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\372d08f2a8cbb5594e1874015f3791f6.jpg,E:\KOSHKIN_DOM\image_cache\cb8ce746fbc835df95f3a29a2090b6b6.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\c349748abb9912d6166d21d0fe81fce0.jpg,E:\KOSHKIN_DOM\image_cache\0874ac9e3550aab7793a21ff5ca8edcf.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\eec8872538207b770a5c5f5dcca5e879.jpg,E:\KOSHKIN_DOM\image_cache\eec8872538207b770a5c5f5dcca5e879.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\398ee106ad047dfab75432f0e370ea54.jpg,E:\KOSHKIN_DOM\image_cache\398ee106ad047dfab75432f0e370ea54.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\7ee4e5b9319002a76e8c3e97955e3ef6.jpg,E:\KOSHKIN_DOM\image_cache\33d3a69b0dabfe5764a038fe1092429b.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\2779933e0d0f50292583d75031bbec0d.jpg,E:\KOSHKIN_DOM\image_cache\2779933e0d0f50292583d75031bbec0d.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\2e47c48a812d9a597f0228a645b696ff.jpg,E:\KOSHKIN_DOM\image_cache\910cd30cc19bd5b44ad15a98c95d182d.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\70c9d507f628ad855495aa7d8642bcfa.jpg,E:\KOSHKIN_DOM\image_cache\70c9d507f628ad855495aa7d8642bcfa.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\f636f28d2acd5cd94f0e8f9e87e066ec.jpg,E:\KOSHKIN_DOM\image_cache\f636f28d2acd5cd94f0e8f9e87e066ec.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\f2956575c2a36053b9d54f8572a97c9e.jpg,E:\KOSHKIN_DOM\image_cache\f2956575c2a36053b9d54f8572a97c9e.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\8cae86fc7e01b9d49bf254a5b8e71574.jpg,E:\KOSHKIN_DOM\image_cache\8cae86fc7e01b9d49bf254a5b8e71574.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\6d10a7d9a18bc426658ae282c0cf2b31.jpg,E:\KOSHKIN_DOM\image_cache\37b78fc2486739b340ae6fb05c703896.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\fb0b8f2a95bf5c80f1e433765a94e44d.jpg,E:\KOSHKIN_DOM\image_cache\e637d2148cc49123bfe7477850519420.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\802b50e4e193c7b4f07ef7cb25e2c114.jpg,E:\KOSHKIN_DOM\image_cache\802b50e4e193c7b4f07ef7cb25e2c114.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\6cc158b10cca392d224d0f42a84c067e.jpg,E:\KOSHKIN_DOM\image_cache\900af0fab2d11375db0364ce843486a5.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\3efdbe94204d3a1e81040e7425795d1c.jpg,E:\KOSHKIN_DOM\image_cache\3efdbe94204d3a1e81040e7425795d1c.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\c2bf5a333508626ccdc513ac29270f07.jpg,E:\KOSHKIN_DOM\image_cache\c2bf5a333508626ccdc513ac29270f07.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\0ddef7110d8bc0245878b1811548a26d.jpg,E:\KOSHKIN_DOM\image_cache\06098f8534e9210be987c43fc2ccd0b6.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\2e5428eac0085d033caa1aa7a3de9321.jpg,E:\KOSHKIN_DOM\image_cache\9f38248da84486b84c37f274b3c58180.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\5406bf4c8ba59a841827fa4183e8ae9b.jpg,E:\KOSHKIN_DOM\image_cache\5406bf4c8ba59a841827fa4183e8ae9b.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\0a15fef159e13c39846b48130e7ecfa4.jpg,E:\KOSHKIN_DOM\image_cache\55f6338e811f80af200336876ed2adfb.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\cd3ce6298dbdf70cdff3287e2170e6b6.jpg,E:\KOSHKIN_DOM\image_cache\cd3ce6298dbdf70cdff3287e2170e6b6.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\a30f394374f8d140b39c43d5e07bb926.jpg,E:\KOSHKIN_DOM\image_cache\a30f394374f8d140b39c43d5e07bb926.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\22b06e166135eeab79f622a2e6ebf307.jpg,E:\KOSHKIN_DOM\image_cache\22b06e166135eeab79f622a2e6ebf307.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\74e13e1008fb7782e80d3ab56600c961.jpg,E:\KOSHKIN_DOM\image_cache\74e13e1008fb7782e80d3ab56600c961.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\4db3c33889164309d8cb9c77be17562f.jpg,E:\KOSHKIN_DOM\image_cache\4db3c33889164309d8cb9c77be17562f.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\a4f9fc8acdfb057d9bdf2fcb96660d0b.jpg,E:\KOSHKIN_DOM\image_cache\a4f9fc8acdfb057d9bdf2fcb96660d0b.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\ab581028d72789905b7fda2b40e23604.jpg,E:\KOSHKIN_DOM\image_cache\ab581028d72789905b7fda2b40e23604.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\5f2603f53171ccfd991a38865dc32fd2.jpg,E:\KOSHKIN_DOM\image_cache\8244b73f9a11d401a777a748599f03bd.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\fc557f077d46654e19dc53f67c7012e8.jpg,E:\KOSHKIN_DOM\image_cache\fc557f077d46654e19dc53f67c7012e8.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\abeee202d67ede223ce1515ace69b64f.jpg,E:\KOSHKIN_DOM\image_cache\3b2b1337a4bacc30495ff4381fb3f383.png,1,0,curb,
E:\KOSHKIN_DOM\image_cache\9c9692ff925f98f59bda27660c2c103c.jpg,E:\KOSHKIN_DOM\image_cache\ac0b5685619aafb304f3a154390e1db8.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\c9b52c6efea311953843d6ae038f5b50.jpg,E:\KOSHKIN_DOM\image_cache\c9b52c6efea311953843d6ae038f5b50.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\73e00fc7dae08da8ab7f3a02be3512cd.jpg,E:\KOSHKIN_DOM\image_cache\6c13a04501ca637a74e3c427e93cf241.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\ad7d70d2f26eddc7a8647411259a7d12.jpg,E:\KOSHKIN_DOM\image_cache\ad7d70d2f26eddc7a8647411259a7d12.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\eb087a3a0b274f6199860950fa32883a.jpg,E:\KOSHKIN_DOM\image_cache\6ac0e3528c830e00bcabe33dc1513087.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\8e604b5ad1368abb5311c5a81d6db62b.jpg,E:\KOSHKIN_DOM\image_cache\8e604b5ad1368abb5311c5a81d6db62b.jpg,0,1,curb,
